combination,consumption
2,1.23281928
2,1.2434209200000002
2,1.173753
2,1.16920944
2,1.1146867200000001
2,1.10862864
2,1.10711412
2,1.13134644
2,1.1162012399999999
2,1.1207447999999998
2,1.098027
2,1.08893988
2,1.0965124800000001
2,1.10105604
2,1.1616368400000001
2,1.07985276
2,1.12528836
2,1.0965124800000001
2,1.09499796
2,1.2888565199999997
2,1.09348344
2,1.10105604
2,1.0813672800000003
2,1.08439632
2,1.1268028799999998
2,1.0965124800000001
2,1.11923028
2,1.1131722
2,1.10711412
2,1.10105604
4,1.7937108000000002
4,1.5223932000000002
4,1.6128324
4,1.4847102000000003
4,1.50129072
4,1.4771736000000002
4,1.5223932000000002
4,1.4771736000000002
4,1.4771736000000002
4,1.4696370000000003
4,1.4786809200000002
4,1.5676128000000003
4,1.47415896
4,1.4786809200000002
4,1.48077036
4,1.4568145199999998
4,1.46579796
4,1.45831176
4,1.4672952
4,1.45831176
4,1.47927312
4,1.4762786399999999
4,1.4613062399999999
4,1.47328416
4,1.46579796
4,1.4672952
4,1.4672952
4,1.47328416
4,1.48825656
4,1.5870743999999999
1,0.53856
1,0.54576
1,0.5241600000000001
1,0.5284800000000001
1,0.5472
1,0.5299200000000001
1,0.5299200000000001
1,0.51264
1,0.63504
1,0.53819136
1,0.53389728
1,0.5324659199999999
1,0.53819136
1,0.54248544
1,0.55536768
1,0.5811321599999999
1,0.5439168
1,0.54534816
1,0.5210150400000001
1,0.5324659199999999
1,0.5439168
1,0.54534816
1,0.54821088
1,0.53389728
1,0.53389728
1,0.5324659199999999
1,0.53103456
1,0.54105408
1,0.53819136
1,0.55393632
3,0.36532944000000006
3,0.35808084
3,0.35973072
3,0.45624384000000007
3,0.45185688000000007
3,0.45478152000000005
3,0.43869600000000003
3,0.4460076
3,0.44893224000000004
3,0.46648008
3,0.43723368
3,0.45478152000000005
3,0.61563672
3,0.4460076
3,0.44893224000000004
3,0.43869600000000003
3,0.45039456000000005
3,0.4679424000000001
3,0.46063080000000006
3,0.44162064000000006
3,0.44162064000000006
3,0.44015832000000005
3,0.6127120800000001
3,0.44162064000000006
3,0.4723293600000001
3,0.44746992
3,0.43430904000000004
3,0.45185688000000007
3,0.44893224000000004
3,0.45947664000000005
