combination,consumption
2,1.1623284
2,1.1228759999999998
2,1.1319804
2,1.1213586
2,1.123866
2,1.12696632
2,1.1393676
2,1.14866856
2,1.123866
2,1.13316696
2,1.2013740000000002
2,1.11456504
2,1.13316696
2,1.1083644
2,1.1300666400000001
2,1.1161151999999999
2,1.11456504
2,1.11921552
2,1.12076568
2,1.1347171200000001
2,1.1223158400000002
2,1.1347171200000001
2,1.1316168
2,1.1254161599999999
2,1.14246792
2,1.11921552
2,1.15331904
2,1.1347171200000001
2,1.1254161599999999
2,1.10991456
4,1.5885684
4,1.5441868799999998
4,1.52862048
4,1.5099408
4,1.5208372799999998
4,1.4928177599999999
4,1.50060096
4,1.5722064
4,1.48814784
4,1.4897044799999999
4,1.49126112
4,1.52239392
4,1.4943744
4,1.5146107199999999
4,1.4819212800000001
4,1.50371424
4,1.4974876799999999
4,1.47569472
4,1.5722064
4,1.51616736
4,1.49593104
4,1.4850345600000001
4,1.4928177599999999
4,1.49126112
4,1.50371424
4,1.49126112
4,1.50060096
4,1.5021576
4,1.51616736
4,1.55664
1,0.6336792
1,0.55699344
1,0.52563456
1,0.5405616
1,0.5240444400000001
1,0.52854912
1,0.5781006000000001
1,0.5435647200000001
1,0.6006240000000002
1,0.5360569200000002
1,0.5555772
1,0.54957096
1,0.5555772
1,0.5465678400000001
1,0.5796021600000001
1,0.60663024
1,0.59912244
1,0.54506628
1,0.54957096
1,0.54206316
1,0.5525740800000001
1,0.5480694
1,0.54957096
1,0.5435647200000001
1,0.5465678400000001
1,0.5660881200000001
1,0.5435647200000001
1,0.5405616
1,0.5690912400000001
1,0.54506628
3,0.3796848
3,0.37115496
3,0.38473379999999996
3,0.41038272
3,0.47073312
3,0.47224188
3,0.48280320000000004
3,0.44357544
3,0.46318932
3,0.46168055999999996
3,0.47073312
3,0.45866303999999997
3,0.59746896
3,0.47073312
3,0.4677156
3,0.47676816000000005
3,0.46017179999999996
3,0.46922436
3,0.45413676
3,0.47676816000000005
3,0.46017179999999996
3,0.4752594
3,0.60652152
3,0.47375063999999995
3,0.47073312
3,0.46469808
3,0.44961048
3,0.4752594
3,0.4752594
3,0.47978568000000005
