combination,consumption
2,1.2304353600000002
2,1.21696344
2,1.12565376
2,1.1525976
2,1.12116312
2,1.0882317600000002
2,1.1106849600000002
2,1.11667248
2,1.09122552
2,1.1196662400000001
2,1.08074736
2,1.0852380000000001
2,1.1017036800000002
2,1.1540944800000001
2,1.08673488
2,1.0792504800000002
2,1.12116312
2,1.09122552
2,1.0852380000000001
2,1.1076911999999999
2,1.0957161600000003
2,1.08224424
2,1.0852380000000001
2,1.08224424
2,1.19900088
2,1.1421194400000003
2,1.1046974400000003
2,1.1002068
2,1.0777536
2,1.0687723200000003
4,1.754424
4,1.501668
4,1.6206120000000002
4,1.4659848
4,1.4868000000000001
4,1.4630112
4,1.4868000000000001
4,1.4674715999999999
4,1.457064
4,1.546272
4,1.4674715999999999
4,1.4511168
4,1.4659848
4,1.4600376
4,1.4511168
4,1.4436828000000002
4,1.4243544000000001
4,1.4734188
4,1.4615244
4,1.4526035999999998
4,1.4615244
4,1.479366
4,1.464498
4,1.457064
4,1.4533851600000003
4,1.44303552
4,1.45929924
4,1.45782072
4,1.4533851600000003
4,1.4933052000000002
1,0.49380876
1,0.46392407999999996
1,0.46107792
1,0.47103947999999995
1,0.52227036
1,0.53223192
1,0.5293857599999999
1,0.53223192
1,0.54219348
1,0.53792424
1,0.52084728
1,0.53792424
1,0.53792424
1,0.55927044
1,0.55357812
1,0.5749243199999999
1,0.53934732
1,0.53934732
1,0.53223192
1,0.54930888
1,0.53792424
1,0.5236934400000001
1,0.5407704
1,0.54219348
1,0.54219348
1,0.53507808
1,0.5236934400000001
1,0.5308088400000001
1,0.53507808
1,0.52796268
3,0.36243396000000005
3,0.34366248000000005
3,0.37254168000000004
3,0.33788664000000007
3,0.35810208
3,0.35665812
3,0.35232624
3,0.38409336
3,0.45340344
3,0.45195948
3,0.43463196
3,0.43607592000000006
3,0.5313772800000001
3,0.4259682
3,0.44329572000000006
3,0.43030008000000003
3,0.433188
3,0.43463196
3,0.4548474
3,0.43931808
3,0.44362512000000004
3,0.45511056
3,0.44936784
3,0.4378824
3,0.43644671999999995
3,0.43213967999999997
3,0.4378824
3,0.430704
3,0.44506080000000003
3,0.44793216
