combination,consumption
2,0.8603766000000002
2,0.7228386000000001
2,0.6387876
2,0.6815772000000001
2,0.6066954
2,0.6173928
2,0.6097518
2,0.6219774
2,0.61128
2,0.7182540000000001
2,0.6831054
2,0.641844
2,0.6357312
2,0.6143364000000001
2,0.6586542
2,0.6219774
2,0.6296184
2,0.6158646000000001
2,0.6143364000000001
2,0.6922746000000001
2,0.7182540000000001
2,0.6601824000000001
2,0.6296184
2,0.6128081999999999
2,0.6128081999999999
2,0.6250338000000001
2,0.6449004
2,0.61128
2,0.6128081999999999
2,0.61128
4,0.90882
4,0.91647
4,0.89046
4,0.8874000000000001
4,0.88587
4,0.9807300000000001
4,0.9516600000000001
4,0.87975
4,0.89046
4,0.88128
4,0.91035
4,0.87822
4,0.93483
4,0.92106
4,0.88893
4,0.89046
4,0.89199
4,0.87516
4,0.88587
4,0.87975
4,0.88893
4,0.86751
4,0.87669
4,0.89199
4,0.87669
4,0.8828100000000001
4,0.87975
4,0.87975
4,1.05111
1,0.57226896
1,0.5604696000000001
1,0.5589946800000001
1,0.5693191200000001
1,0.57816864
1,0.5678442
1,0.6013224
1,0.55438992
1,0.75825288
1,0.54852336
1,0.5719896
1,0.55292328
1,0.56612304
1,0.5646564
1,0.56318976
1,0.6951873599999999
1,0.56025648
1,0.56612304
1,0.56318976
1,0.54852336
1,0.55878984
1,0.54705672
1,0.56172312
1,0.5719896
1,0.55292328
1,0.54705672
1,0.5646564
1,0.56172312
1,0.56758968
1,0.56172312
3,0.47749391999999996
3,0.46856879999999995
3,0.44476847999999997
3,0.47005632
3,0.45666864
3,0.46410624
3,0.46410624
3,0.4388184
3,0.49236911999999994
3,0.4819564799999999
3,0.46708127999999993
3,0.46708127999999993
3,0.5206320000000001
3,0.46559375999999997
3,0.46410624
3,0.45220607999999995
3,0.46113119999999996
3,0.47154383999999994
3,0.48790656000000004
3,0.46856879999999995
3,0.46261872
3,0.47451888
3,0.48641903999999997
3,0.48493151999999995
3,0.46410624
3,0.483444
3,0.47303136
3,0.47451888
3,0.46410624
3,0.46743984000000005
