combination,consumption
2,1.2592368
2,1.2714624
2,1.1476782
2,1.1981088
2,1.1369808
2,1.1293398000000001
2,1.1430936
2,1.14615
2,1.1094732
2,1.153791
2,1.1278116000000002
2,1.1262834
2,1.1278116000000002
2,1.130868
2,1.1110014000000001
2,1.1201706
2,1.138509
2,1.14615
2,1.1369808
2,1.1354526000000003
2,1.1339244000000002
2,1.1110014000000001
2,1.1110014000000001
2,1.1094732
2,1.1216988
2,1.1339244000000002
2,1.1247552
2,1.1278116000000002
2,1.1094732
2,1.1568474000000002
4,1.6065
4,1.5606
4,1.5453000000000001
4,0.34578000000000003
4,1.5376644000000002
4,1.50246
4,1.5453000000000001
4,1.5300000000000002
4,1.5300000000000002
4,1.51026048
4,1.5148278000000002
4,1.50569316
4,1.51026048
4,1.50417072
4,1.5528887999999998
4,1.5528887999999998
4,1.49808096
4,1.4965585200000002
4,1.5224400000000002
4,1.4919912
4,1.4919912
4,1.50569316
4,1.5224400000000002
4,1.5026482799999998
4,1.50112584
4,1.50569316
4,1.51026048
4,1.51939512
4,1.5376644000000002
4,1.5376644000000002
1,0.562788
1,0.5423759999999999
1,0.552582
1,0.551124
1,0.5394599999999999
1,0.549666
1,0.55404
1,0.562788
1,0.778572
1,0.600696
1,0.600696
1,0.540918
1,0.548208
1,0.5729940000000001
1,0.5715359999999999
1,0.606528
1,0.552582
1,0.56133
1,0.556956
1,0.5423759999999999
1,0.558414
1,0.558414
1,0.549666
1,0.56133
1,0.565704
1,0.55404
1,0.578826
1,0.556956
1,0.6517259999999999
1,0.564246
3,0.38608164
3,0.36537228
3,0.36685152
3,0.37128924
3,0.35945532
3,0.37572696
3,0.3476214
3,0.38164392
3,0.36537228
3,0.37128924
3,0.36389304
3,0.53844336
3,0.3624138
3,0.35501760000000004
3,0.3772062
3,0.35353836
3,0.38016468000000003
3,0.46743984000000005
3,0.45560592
3,0.44673048000000004
3,0.61092612
3,0.45116819999999996
3,0.44968895999999997
3,0.44525124
3,0.46448135999999995
3,0.45856440000000004
3,0.46152288
3,0.45412668
3,0.40383252000000003
3,0.36389304
