combination,consumption
2,0.6750928800000001
2,0.6241989600000001
2,0.5643237600000001
2,0.5762988
2,0.5388768
2,0.5343861600000002
2,0.5313924
2,0.54336744
2,0.52839864
2,0.5762988
2,0.57330504
2,0.53588304
2,0.54037368
2,0.52839864
2,0.5313924
2,0.5343861600000002
2,0.56731752
2,0.5343861600000002
2,0.5343861600000002
2,0.5748019200000001
2,0.5523487200000001
2,0.5478580800000001
2,0.53588304
2,0.51941736
2,0.5373799200000001
2,0.52690176
2,0.52839864
2,0.53288928
2,0.53588304
2,0.5343861600000002
4,0.88415496
4,0.6993399600000001
4,0.7496096400000001
4,0.6949044000000001
4,0.6949044000000001
4,0.6815977200000002
4,0.7244748000000001
4,0.6934258799999999
4,0.7363029600000001
4,0.6934258799999999
4,0.6875118
4,0.6919473600000001
4,0.6934258799999999
4,0.7096896
4,0.6963829200000001
4,0.6949044000000001
4,0.6889903200000002
4,0.69046884
4,0.68603328
4,0.6978614399999999
4,0.68455476
4,0.6919473600000001
4,0.69046884
4,0.68455476
4,0.69046884
4,0.6889903200000002
4,0.6919473600000001
4,0.6889903200000002
4,0.6913512000000002
4,0.6839964000000001
1,0.52597476
1,0.5268942
1,0.5268942
1,0.5311548
1,0.539676
1,0.5240538
1,0.532575
1,0.5339952
1,0.532575
1,0.5297346
1,0.5268942
1,0.5254739999999999
1,0.5368356
1,0.5382558
1,0.5453568
1,0.7044191999999999
1,0.5169528000000001
1,0.539676
1,0.5268942
1,0.5311548
1,0.5339952
1,0.532575
1,0.5311548
1,0.5425164
1,0.51610392
1,0.5217443999999999
1,0.53020512
1,0.52033428
1,0.53020512
1,0.52033428
3,0.44936784
3,0.44506080000000003
3,0.43501104
3,0.44075376000000005
3,0.43931808
3,0.43931808
3,0.430704
3,0.4378824
3,0.4378824
3,0.45080351999999996
3,0.43644671999999995
3,0.44075376000000005
3,0.55847952
3,0.44075376000000005
3,0.44362512000000004
3,0.43644671999999995
3,0.45367488000000006
3,0.45080351999999996
3,0.43931808
3,0.45080351999999996
3,0.44362512000000004
3,0.45367488000000006
3,0.45511056
3,0.45941760000000004
3,0.44075376000000005
3,0.44362512000000004
3,0.45080351999999996
3,0.44075376000000005
3,0.44936784
3,0.44218944000000004
