combination,consumption
2,1.2071073600000002
2,1.15489152
2,1.23935832
2,1.1415654
2,1.1430936
2,1.1278116000000002
2,1.1415654
2,1.1644884
2,1.1140578
2,1.1507346000000003
2,1.1293398000000001
2,1.1950524000000002
2,1.1201706
2,1.1216988
2,1.1568474000000002
2,1.1278116000000002
2,1.1629602
2,1.1369808
2,1.1186424000000001
2,1.1492064000000002
2,1.138509
2,1.1400372
2,1.115586
2,1.1476782
2,1.1125296000000002
2,1.1186424000000001
2,1.1186424000000001
2,1.1339244000000002
2,1.1048886
2,1.1293398000000001
4,1.6065
4,1.5453000000000001
4,1.5453000000000001
4,1.5606
4,1.5254100000000002
4,1.5453000000000001
4,1.5912
4,1.5300000000000002
4,1.6523999999999999
4,1.5453000000000001
4,1.52388
4,1.52082
4,1.5300000000000002
4,1.5912
4,1.5912
4,1.5300000000000002
4,1.5453000000000001
4,1.51929
4,1.5453000000000001
4,1.51929
4,1.5758999999999999
4,1.5162299999999997
4,1.52082
4,1.5606
4,1.5453000000000001
4,1.5300000000000002
4,1.51776
4,1.5300000000000002
4,1.5453000000000001
4,1.51929
1,0.5840683200000002
1,0.5752188
1,0.5560448400000001
1,0.5634194400000001
1,0.55456992
1,0.54867024
1,0.5752188
1,0.5663692800000001
1,0.6784632
1,0.5560448400000001
1,0.5457204
1,0.5604696000000001
1,0.55751976
1,0.5663692800000001
1,0.5766937200000002
1,0.68436288
1,0.5737438800000001
1,0.5634194400000001
1,0.5619445200000001
1,0.5693191200000001
1,0.5589946800000001
1,0.5427705600000001
1,0.5560448400000001
1,0.5604696000000001
1,0.5678442
1,0.58111848
1,0.5442454800000001
1,0.5752188
1,0.5589946800000001
1,0.5663692800000001
3,0.46856879999999995
3,0.46261872
3,0.5236070399999999
3,0.4536935999999999
3,0.46559375999999997
3,0.49236911999999994
3,0.33766704
3,0.45518111999999994
3,0.47303136
3,0.483444
3,0.45815616
3,0.58608288
3,0.46559375999999997
3,0.45220607999999995
3,0.47303136
3,0.50129424
3,0.48939407999999995
3,0.47749391999999996
3,0.44774351999999995
3,0.3793175999999999
3,0.36295488
3,0.37783007999999996
3,0.43435584
3,0.47303136
3,0.5057568
3,0.46559375999999997
3,0.45666864
3,0.45815616
3,0.44923104
3,0.46261872
