combination,consumption
2,0.6523577999999999
2,0.617706
2,0.5619618
2,0.564975
2,0.5333363999999999
2,0.5363496
2,0.5604551999999999
2,0.5529222
2,0.5363496
2,0.5710014
2,0.5408694000000001
2,0.5393627999999999
2,0.5619618
2,0.5303232
2,0.5303232
2,0.534843
2,0.5544288
2,0.5378562
2,0.5363496
2,0.5710014
2,0.542376
2,0.5273100000000001
2,0.5288166
2,0.5378562
2,0.5438825999999999
2,0.5468957999999999
2,0.5393627999999999
2,0.5363496
2,0.5273100000000001
2,0.5273100000000001
4,1.7817155999999998
4,1.4972400000000001
4,1.6020467999999999
4,1.4734188
4,1.4704452000000001
4,1.4823396
4,1.4511168
4,1.4555772
4,1.4689584
4,1.5314039999999998
4,1.457064
4,1.464498
4,1.457064
4,1.4868000000000001
4,1.457064
4,1.4704452000000001
4,1.4496300000000002
4,1.4511168
4,1.4778791999999998
4,1.4526035999999998
4,1.4555772
4,1.4615244
4,1.4763924
4,1.4823396
4,1.4585508
4,1.4600376
4,1.4749056
4,1.4719320000000002
4,1.4823396
4,1.4436828000000002
1,0.5281718400000001
1,0.54677952
1,0.5281718400000001
1,0.53819136
1,0.5224464
1,0.54248544
1,0.54821088
1,0.54248544
1,0.58256352
1,0.54677952
1,0.53676
1,0.53676
1,0.5267404800000001
1,0.54677952
1,0.5253091200000001
1,0.62407296
1,0.53532864
1,0.572544
1,0.59687712
1,0.53389728
1,0.54964224
1,0.5281718400000001
1,0.5267404800000001
1,0.53676
1,0.54677952
1,0.54821088
1,0.53103456
1,0.53962272
1,0.5210150400000001
1,0.5293857599999999
3,0.36932615999999996
3,0.36641808000000003
3,0.35769384
3,0.35914788
3,0.35810208
3,0.34943832
3,0.3718656
3,0.355887
3,0.35443440000000004
3,0.36896039999999997
3,0.3529818
3,0.3878442000000001
3,0.5505354
3,0.4372326
3,0.443043
3,0.4517586
3,0.4328748
3,0.4517586
3,0.443043
3,0.46918980000000005
3,0.4328748
3,0.45321120000000004
3,0.43432740000000003
3,0.43432740000000003
3,0.4401378000000001
3,0.4328748
3,0.43868520000000005
3,0.4444956
3,0.4517586
3,0.4488534
