treatment,consumption
most.js,1.2071073600000002
most.js,1.15489152
most.js,1.23935832
most.js,1.1415654
most.js,1.1430936
most.js,1.1278116000000002
most.js,1.1415654
most.js,1.1644884
most.js,1.1140578
most.js,1.1507346000000003
most.js,1.1293398000000001
most.js,1.1950524000000002
most.js,1.1201706
most.js,1.1216988
most.js,1.1568474000000002
most.js,1.1278116000000002
most.js,1.1629602
most.js,1.1369808
most.js,1.1186424000000001
most.js,1.1492064000000002
most.js,1.138509
most.js,1.1400372
most.js,1.115586
most.js,1.1476782
most.js,1.1125296000000002
most.js,1.1186424000000001
most.js,1.1186424000000001
most.js,1.1339244000000002
most.js,1.1048886
most.js,1.1293398000000001
most.js,0.46856879999999995
most.js,0.46261872
most.js,0.5236070399999999
most.js,0.4536935999999999
most.js,0.46559375999999997
most.js,0.49236911999999994
most.js,0.33766704
most.js,0.45518111999999994
most.js,0.47303136
most.js,0.483444
most.js,0.45815616
most.js,0.58608288
most.js,0.46559375999999997
most.js,0.45220607999999995
most.js,0.47303136
most.js,0.50129424
most.js,0.48939407999999995
most.js,0.47749391999999996
most.js,0.44774351999999995
most.js,0.3793175999999999
most.js,0.36295488
most.js,0.37783007999999996
most.js,0.43435584
most.js,0.47303136
most.js,0.5057568
most.js,0.46559375999999997
most.js,0.45666864
most.js,0.45815616
most.js,0.44923104
most.js,0.46261872
rxjs,1.6065
rxjs,1.5453000000000001
rxjs,1.5453000000000001
rxjs,1.5606
rxjs,1.5254100000000002
rxjs,1.5453000000000001
rxjs,1.5912
rxjs,1.5300000000000002
rxjs,1.6523999999999999
rxjs,1.5453000000000001
rxjs,1.52388
rxjs,1.52082
rxjs,1.5300000000000002
rxjs,1.5912
rxjs,1.5912
rxjs,1.5300000000000002
rxjs,1.5453000000000001
rxjs,1.51929
rxjs,1.5453000000000001
rxjs,1.51929
rxjs,1.5758999999999999
rxjs,1.5162299999999997
rxjs,1.52082
rxjs,1.5606
rxjs,1.5453000000000001
rxjs,1.5300000000000002
rxjs,1.51776
rxjs,1.5300000000000002
rxjs,1.5453000000000001
rxjs,1.51929
rxjs,0.5840683200000002
rxjs,0.5752188
rxjs,0.5560448400000001
rxjs,0.5634194400000001
rxjs,0.55456992
rxjs,0.54867024
rxjs,0.5752188
rxjs,0.5663692800000001
rxjs,0.6784632
rxjs,0.5560448400000001
rxjs,0.5457204
rxjs,0.5604696000000001
rxjs,0.55751976
rxjs,0.5663692800000001
rxjs,0.5766937200000002
rxjs,0.68436288
rxjs,0.5737438800000001
rxjs,0.5634194400000001
rxjs,0.5619445200000001
rxjs,0.5693191200000001
rxjs,0.5589946800000001
rxjs,0.5427705600000001
rxjs,0.5560448400000001
rxjs,0.5604696000000001
rxjs,0.5678442
rxjs,0.58111848
rxjs,0.5442454800000001
rxjs,0.5752188
rxjs,0.5589946800000001
rxjs,0.5663692800000001
