treatment,consumption
most.js,0.6279785999999999
most.js,0.5711687999999999
most.js,0.5650272000000001
most.js,0.5512086
most.js,0.545067
most.js,0.55726848
most.js,0.54183168
most.js,0.5649868800000001
most.js,0.53874432
most.js,0.58814208
most.js,0.5865984000000001
most.js,0.5402880000000001
most.js,0.5557248
most.js,0.54183168
most.js,0.5588121600000001
most.js,0.53720064
most.js,0.5480064
most.js,0.55726848
most.js,0.5603558399999999
most.js,0.6035788800000002
most.js,0.5603558399999999
most.js,0.5727052800000001
most.js,0.58505472
most.js,0.5557248
most.js,0.5557248
most.js,0.5727052800000001
most.js,0.54491904
most.js,0.54955008
most.js,0.54491904
most.js,0.5541811200000001
most.js,0.47369664
most.js,0.47669472
most.js,0.4721976
most.js,0.49768127999999995
most.js,0.44221679999999997
most.js,0.46170432
most.js,0.44221679999999997
most.js,0.46770048
most.js,0.44030591999999996
most.js,0.47005632
most.js,0.45964368
most.js,0.44923104
most.js,0.5042692799999999
most.js,0.45034415999999994
most.js,0.45782495999999995
most.js,0.43687872
most.js,0.4638096
most.js,0.45034415999999994
most.js,0.45483263999999995
most.js,0.45932111999999997
most.js,0.45034415999999994
most.js,0.46680192
most.js,0.5371214400000001
most.js,0.4802673599999999
most.js,0.48924432
most.js,0.48046896
most.js,0.46410624
most.js,0.45071856
most.js,0.47024639999999995
most.js,0.44029440000000003
rxjs,1.5877727999999998
rxjs,1.54692
rxjs,1.54692
rxjs,1.54692
rxjs,1.5623892000000001
rxjs,1.52526312
rxjs,1.5623892000000001
rxjs,1.5933275999999996
rxjs,1.51752852
rxjs,1.54692
rxjs,1.52526312
rxjs,1.5623892000000001
rxjs,1.5407323199999998
rxjs,1.52216928
rxjs,1.5623892000000001
rxjs,1.54537308
rxjs,1.5778583999999998
rxjs,1.5778583999999998
rxjs,1.5036062399999999
rxjs,1.52216928
rxjs,1.54692
rxjs,1.5237162
rxjs,1.7480196
rxjs,1.5159816
rxjs,1.5345446399999998
rxjs,1.50979392
rxjs,1.5623892000000001
rxjs,1.5237162
rxjs,1.5314508
rxjs,1.5376384799999998
rxjs,0.56025216
rxjs,0.5335027200000001
rxjs,0.54093312
rxjs,0.5650041600000001
rxjs,0.55005696
rxjs,0.5449950000000001
rxjs,0.5449950000000001
rxjs,0.5449950000000001
rxjs,0.613305
rxjs,0.556875
rxjs,0.559845
rxjs,0.58509
rxjs,0.57024
rxjs,0.5628150000000001
rxjs,0.5969700000000001
rxjs,0.5925149999999999
rxjs,0.55539
rxjs,0.56133
rxjs,0.55102032
rxjs,0.5749128
rxjs,0.54355392
rxjs,0.5525135999999999
rxjs,0.5390740799999999
rxjs,0.55699344
rxjs,0.55848672
rxjs,0.56147328
rxjs,0.57341952
rxjs,0.55848672
rxjs,0.56147328
rxjs,0.56296656
