treatment,consumption
most.js,1.2152851199999999
most.js,1.2063492
most.js,1.16018028
most.js,1.1467763999999998
most.js,1.0976288399999998
most.js,1.10358612
most.js,1.0827356399999999
most.js,1.06933176
most.js,1.0976288399999998
most.js,1.0812463199999998
most.js,1.07379972
most.js,1.0812463199999998
most.js,1.08571428
most.js,1.0872035999999998
most.js,1.14230844
most.js,1.0618851599999999
most.js,1.0872035999999998
most.js,1.10507544
most.js,1.07082108
most.js,1.0872035999999998
most.js,1.07826768
most.js,1.07379972
most.js,1.0767783599999998
most.js,1.07082108
most.js,1.07826768
most.js,1.0797569999999999
most.js,1.1155006799999998
most.js,1.0767783599999998
most.js,1.08869292
most.js,1.0812463199999998
most.js,0.3517416
most.js,0.37901952
most.js,0.43213967999999997
most.js,0.44936784
most.js,0.44936784
most.js,0.43501104
most.js,0.46085328
most.js,0.45511056
most.js,0.44793216
most.js,0.46372464
most.js,0.466596
most.js,0.44936784
most.js,0.5355086400000001
most.js,0.44218944000000004
most.js,0.43501104
most.js,0.44506080000000003
most.js,0.43644671999999995
most.js,0.46085328
most.js,0.44793216
most.js,0.46372464
most.js,0.4522392
most.js,0.44793216
most.js,0.56996496
most.js,0.44218944000000004
most.js,0.45367488000000006
most.js,0.44075376000000005
most.js,0.43931808
most.js,0.48238848
most.js,0.45941760000000004
most.js,0.44218944000000004
rxjs,1.7504424
rxjs,1.4856696000000003
rxjs,1.5739272
rxjs,1.45919232
rxjs,1.46507616
rxjs,1.4488956000000002
rxjs,1.45183752
rxjs,1.45772136
rxjs,1.44448272
rxjs,1.5003792
rxjs,1.4503665600000002
rxjs,1.5003792
rxjs,1.4356569600000002
rxjs,1.4665471200000002
rxjs,1.43712792
rxjs,1.43712792
rxjs,1.43124408
rxjs,1.46507616
rxjs,1.4356569600000002
rxjs,1.4430117600000003
rxjs,1.45330848
rxjs,1.45919232
rxjs,1.4474246400000002
rxjs,1.44448272
rxjs,1.4474246400000002
rxjs,1.43712792
rxjs,1.4488956000000002
rxjs,1.4547794400000003
rxjs,1.42241832
rxjs,1.6180560000000002
rxjs,0.5273848800000001
rxjs,0.53302536
rxjs,0.5189241600000001
rxjs,0.5189241600000001
rxjs,0.5358456
rxjs,0.51610392
rxjs,0.54007596
rxjs,0.5231545200000001
rxjs,0.54571644
rxjs,0.5090533199999999
rxjs,0.62468316
rxjs,0.51751404
rxjs,0.5273848800000001
rxjs,0.54571644
rxjs,0.54007596
rxjs,0.5471265599999999
rxjs,0.53302536
rxjs,0.5217443999999999
rxjs,0.528795
rxjs,0.528795
rxjs,0.5273848800000001
rxjs,0.5358456
rxjs,0.51328368
rxjs,0.5710986
rxjs,0.53161524
rxjs,0.528795
rxjs,0.528795
rxjs,0.56545812
rxjs,0.52033428
rxjs,0.53866584
