treatment,consumption
most.js,1.23281928
most.js,1.2434209200000002
most.js,1.173753
most.js,1.16920944
most.js,1.1146867200000001
most.js,1.10862864
most.js,1.10711412
most.js,1.13134644
most.js,1.1162012399999999
most.js,1.1207447999999998
most.js,1.098027
most.js,1.08893988
most.js,1.0965124800000001
most.js,1.10105604
most.js,1.1616368400000001
most.js,1.07985276
most.js,1.12528836
most.js,1.0965124800000001
most.js,1.09499796
most.js,1.2888565199999997
most.js,1.09348344
most.js,1.10105604
most.js,1.0813672800000003
most.js,1.08439632
most.js,1.1268028799999998
most.js,1.0965124800000001
most.js,1.11923028
most.js,1.1131722
most.js,1.10711412
most.js,1.10105604
most.js,0.36532944000000006
most.js,0.35808084
most.js,0.35973072
most.js,0.45624384000000007
most.js,0.45185688000000007
most.js,0.45478152000000005
most.js,0.43869600000000003
most.js,0.4460076
most.js,0.44893224000000004
most.js,0.46648008
most.js,0.43723368
most.js,0.45478152000000005
most.js,0.61563672
most.js,0.4460076
most.js,0.44893224000000004
most.js,0.43869600000000003
most.js,0.45039456000000005
most.js,0.4679424000000001
most.js,0.46063080000000006
most.js,0.44162064000000006
most.js,0.44162064000000006
most.js,0.44015832000000005
most.js,0.6127120800000001
most.js,0.44162064000000006
most.js,0.4723293600000001
most.js,0.44746992
most.js,0.43430904000000004
most.js,0.45185688000000007
most.js,0.44893224000000004
most.js,0.45947664000000005
rxjs,1.7937108000000002
rxjs,1.5223932000000002
rxjs,1.6128324
rxjs,1.4847102000000003
rxjs,1.50129072
rxjs,1.4771736000000002
rxjs,1.5223932000000002
rxjs,1.4771736000000002
rxjs,1.4771736000000002
rxjs,1.4696370000000003
rxjs,1.4786809200000002
rxjs,1.5676128000000003
rxjs,1.47415896
rxjs,1.4786809200000002
rxjs,1.48077036
rxjs,1.4568145199999998
rxjs,1.46579796
rxjs,1.45831176
rxjs,1.4672952
rxjs,1.45831176
rxjs,1.47927312
rxjs,1.4762786399999999
rxjs,1.4613062399999999
rxjs,1.47328416
rxjs,1.46579796
rxjs,1.4672952
rxjs,1.4672952
rxjs,1.47328416
rxjs,1.48825656
rxjs,1.5870743999999999
rxjs,0.53856
rxjs,0.54576
rxjs,0.5241600000000001
rxjs,0.5284800000000001
rxjs,0.5472
rxjs,0.5299200000000001
rxjs,0.5299200000000001
rxjs,0.51264
rxjs,0.63504
rxjs,0.53819136
rxjs,0.53389728
rxjs,0.5324659199999999
rxjs,0.53819136
rxjs,0.54248544
rxjs,0.55536768
rxjs,0.5811321599999999
rxjs,0.5439168
rxjs,0.54534816
rxjs,0.5210150400000001
rxjs,0.5324659199999999
rxjs,0.5439168
rxjs,0.54534816
rxjs,0.54821088
rxjs,0.53389728
rxjs,0.53389728
rxjs,0.5324659199999999
rxjs,0.53103456
rxjs,0.54105408
rxjs,0.53819136
rxjs,0.55393632
